,east,north,tvd
49913,1552.9901333271869,303.21052326593787,2028.4530774123443
49914,1553.0283213538555,303.21053706451653,2028.4912724448434
49915,1553.066509380873,303.210550861723,2028.5294674769941
49916,1553.1046974082392,303.2105646575573,2028.5676625087967
49917,1553.142885435954,303.21057845201943,2028.605857540251
49918,1553.1810734640178,303.21059224510935,2028.6440525713572
49919,1553.2192614924304,303.2106060368271,2028.682247602115
49920,1553.2574495211918,303.2106198271726,2028.7204426325247
49921,1553.295637550302,303.2106336161459,2028.7586376625861
49922,1553.3338255797607,303.21064740374703,2028.7968326922994
49923,1553.3720136095685,303.21066118997595,2028.8350277216643
49924,1553.410201639725,303.21067497483267,2028.8732227506812
49925,1553.4483896702304,303.2106887583172,2028.9114177793497
49926,1553.4865777010843,303.2107025404295,2028.94961280767
49927,1553.524765732287,303.2107163211696,2028.9878078356421
49928,1553.5629537638386,303.21073010053755,2029.026002863266
49929,1553.601141795739,303.21074387853326,2029.0641978905417
49930,1553.6393298279884,303.2107576551568,2029.1023929174692
49931,1553.6775178605862,303.2107714304081,2029.1405879440483
49932,1553.715705893533,303.2107852042872,2029.1787829702794
49933,1553.7538939268284,303.21079897679414,2029.216977996162
49934,1553.7920819604728,303.21081274792886,2029.2551730216967
49935,1553.8302699944659,303.2108265176914,2029.293368046883
49936,1553.8684580288077,303.2108402860817,2029.3315630717211
49937,1553.9066460634983,303.2108540530998,2029.369758096211
49938,1553.9448340985377,303.2108678187457,2029.4079531203527
49939,1553.983022133926,303.21088158301944,2029.446148144146
49940,1554.021210169663,303.21089534592096,2029.4843431675913
49941,1554.0593982057487,303.2109091074503,2029.5225381906882
49942,1554.0975862421833,303.2109228676074,2029.560733213437
49943,1554.1357742789667,303.2109366263923,2029.5989282358375
49944,1554.1739623160986,303.210950383805,2029.63712325789
49945,1554.2121503535793,303.21096413984554,2029.675318279594
49946,1554.250338391409,303.21097789451386,2029.71351330095
49947,1554.2885264295876,303.21099164781,2029.7517083219575
49948,1554.326714468115,303.2110053997339,2029.789903342617
49949,1554.3649025069908,303.2110191502856,2029.8280983629281
49950,1554.4030905462155,303.2110328994651,2029.8662933828912
49951,1554.441278585789,303.21104664727244,2029.9044884025059
49952,1554.4794666257114,303.21106039370756,2029.9426834217725
49953,1554.5176546659825,303.21107413877047,2029.9808784406907
49954,1554.5558427066023,303.2110878824612,2030.0190734592609
49955,1554.594030747571,303.2111016247797,2030.0572684774827
49956,1554.6322187888884,303.211115365726,2030.0954634953564
49957,1554.6704068305548,303.21112910530013,2030.1336585128818
49958,1554.7085948725698,303.21114284350205,2030.171853530059
49959,1554.7467829149336,303.21115658033176,2030.210048546888
49960,1554.7849709576462,303.2111703157893,2030.2482435633688
49961,1554.8231590007076,303.2111840498746,2030.2864385795012
49962,1554.8613470441176,303.2111977825877,2030.3246335952856
49963,1554.8995350878765,303.2112115139286,2030.3628286107216
49964,1554.9377231319843,303.21122524389733,2030.4010236258096
49965,1554.9759111764408,303.21123897249385,2030.4392186405491
49966,1555.0140992212462,303.21125269971816,2030.4774136549406
49967,1555.0522872664,303.2112664255703,2030.5156086689838
49968,1555.0904753119028,303.2112801500502,2030.5538036826788
49969,1555.1286633577545,303.2112938731579,2030.5919986960255
49970,1555.166851403955,303.2113075948934,2030.630193709024
49971,1555.205039450504,303.2113213152567,2030.6683887216743
49972,1555.243227497402,303.21133503424784,2030.7065837339765
49973,1555.2814155446486,303.21134875186675,2030.7447787459303
49974,1555.319603592244,303.21136246811346,2030.782973757536
49975,1555.3577916401885,303.211376182988,2030.8211687687933
49976,1555.3959796884815,303.2113898964903,2030.8593637797026
49977,1555.4341677371233,303.2114036086204,2030.8975587902635
49978,1555.472355786114,303.2114173193783,2030.9357538004763
49979,1555.5105438354533,303.211431028764,2030.9739488103407
49980,1555.5487318851413,303.21144473677754,2031.012143819857
49981,1555.5869199351782,303.21145844341885,2031.0503388290251
49982,1555.625107985564,303.21147214868796,2031.088533837845
49983,1555.6632960362986,303.2114858525849,2031.1267288463166
49984,1555.7014840873817,303.2114995551096,2031.16492385444
49985,1555.7396721388136,303.2115132562621,2031.2031188622152
49986,1555.7778601905943,303.2115269560424,2031.2413138696422
49987,1555.816048242724,303.2115406544505,2031.279508876721
49988,1555.8542362952026,303.2115543514864,2031.3177038834515
49989,1555.8924243480296,303.21156804715014,2031.3558988898337
49990,1555.9306124012055,303.21158174144165,2031.3940938958679
49991,1555.9688004547302,303.21159543436096,2031.4322889015539
49992,1556.0069885086036,303.21160912590807,2031.4704839068916
49993,1556.0451765628259,303.211622816083,2031.5086789118811
49994,1556.083364617397,303.2116365048857,2031.5468739165224
49995,1556.1215526723167,303.2116501923162,2031.5850689208155
49996,1556.1597407275854,303.2116638783745,2031.6232639247603
49997,1556.1979287832028,303.2116775630606,2031.661458928357
49998,1556.2361168391687,303.2116912463745,2031.6996539316053
49999,1556.2743048954837,303.21170492831624,2031.7378489345056
50000,1556.3124929521475,303.21171860888575,2031.7760439370575
50001,1556.35068100916,303.21173228808306,2031.8142389392613
50002,1556.3888690665212,303.21174596590816,2031.8524339411167
50003,1556.4270571242312,303.2117596423611,2031.890628942624
50004,1556.46524518229,303.2117733174418,2031.928823943783
50005,1556.5034332406974,303.2117869911503,2031.967018944594
50006,1556.541621299454,303.2118006634866,2032.0052139450565
50007,1556.579809358559,303.2118143344507,2032.043408945171
50008,1556.617997418013,303.2118280040426,2032.0816039449371
50009,1556.6561854778156,303.2118416722623,2032.1197989443551
50010,1556.694373537967,303.21185533910983,2032.1579939434248
50011,1556.732561598467,303.21186900458514,2032.1961889421464
50012,1556.7707496593162,303.21188266868825,2032.2343839405196
50013,1556.808937720514,303.21189633141915,2032.2725789385447
50014,1556.8471257820606,303.21190999277786,2032.3107739362215
50015,1556.885313843956,303.21192365276437,2032.3489689335502
50016,1556.9235019062,303.2119373113787,2032.3871639305305
50017,1556.9616899687928,303.2119509686208,2032.4253589271627
50018,1556.9998780317346,303.2119646244907,2032.4635539234466
50019,1557.0380660950252,303.2119782789884,2032.5017489193824
50020,1557.0762541586644,303.2119919321139,2032.5399439149699
50021,1557.1144422226523,303.2120055838672,2032.5781389102092
50022,1557.152630286989,303.2120192342483,2032.6163339051002
50023,1557.1908183516746,303.2120328832572,2032.654528899643
50024,1557.229006416709,303.21204653089393,2032.6927238938376
50025,1557.267194482092,303.21206017715843,2032.730918887684
50026,1557.305382547824,303.21207382205074,2032.7691138811822
